step,kl_divergence,jensen_shannon_divergence,baseline_entropy,perturbed_entropy,token_match,baseline_token,perturbed_token,baseline_token_rank_in_perturbed,top5_jaccard,logit_cosine_similarity,version,prompt_idx,direction_type,alpha,perturb_layer,perturb_mode,prompt_category,baseline_axis_proj_L32,perturbed_axis_proj_L32,baseline_axis_proj_L63,perturbed_axis_proj_L63
18,0.4635043740272522,0.07419729046523571,1.3331325054168701,0.9515931010246277,True,",",",",0,1.0,0.9878532886505127,sanity,1,fc_positive,1.0,32,persistent,factual,1.993889331817627,1.9634299278259277,-85.63375854492188,192.2438201904297
19,0.015262622386217117,0.004593255231156945,0.06435834616422653,0.205752894282341,True, usually, usually,0,1.0,0.9031994342803955,sanity,1,fc_positive,1.0,32,persistent,factual,0.13719463348388672,0.08903360366821289,474.3424072265625,737.6543579101562
20,0.0014821372460573912,0.0004938174679409713,0.0006124383071437478,0.014228595420718193,True, from, from,0,0.42857142857142855,0.8747267723083496,sanity,1,fc_positive,1.0,32,persistent,factual,21.681659698486328,21.68461799621582,381.66204833984375,707.0347900390625
21,0.0002720438642427325,8.109588452498429e-05,0.0015749699668958783,0.00566218513995409,True, the, the,0,0.6666666666666666,0.7458009719848633,sanity,1,fc_positive,1.0,32,persistent,factual,8.594420433044434,8.60041618347168,522.146728515625,558.7225341796875
22,0.007541366387158632,0.0015694291796535254,0.10176835209131241,0.04645123332738876,True, sun, sun,0,0.6666666666666666,0.8947542905807495,sanity,1,fc_positive,1.0,32,persistent,factual,-5.427394866943359,-5.462225914001465,821.9974365234375,1104.68212890625
23,0.000255903578363359,8.590674588049296e-05,3.7566387618426234e-05,0.00293136527761817,True,",",",",0,1.0,0.9843645691871643,sanity,1,fc_positive,1.0,32,persistent,factual,15.20534610748291,15.192811965942383,388.4957275390625,371.62445068359375
24,0.000847631657961756,0.0002881545224227011,0.00020360715279821306,0.009136355482041836,True, into, into,0,0.6666666666666666,0.9285612106323242,sanity,1,fc_positive,1.0,32,persistent,factual,-7.108057022094727,-7.1453094482421875,414.40972900390625,374.06304931640625
25,0.013439363799989223,0.0018062025192193687,0.03746431693434715,0.011868186295032501,True, chemical, chemical,0,0.6666666666666666,0.9046799540519714,sanity,1,fc_positive,1.0,32,persistent,factual,-5.511960983276367,-5.559941291809082,536.8776245117188,1020.453125
26,3.711385215865448e-05,1.1829608411062509e-05,2.2439369786297902e-05,0.0006296180072240531,True, energy, energy,0,0.25,0.7244110107421875,sanity,1,fc_positive,1.0,32,persistent,factual,-1.091983437538147,-1.0511565208435059,356.81707763671875,708.766357421875
27,0.029667573049664497,0.009176073130220175,0.03929034247994423,0.16817210614681244,True, stored, stored,0,0.6666666666666666,0.9668323397636414,sanity,1,fc_positive,1.0,32,persistent,factual,4.250092029571533,4.206562042236328,300.0331726074219,422.3252868652344
28,8.149185305228457e-05,1.9558085114113055e-05,0.0045609017834067345,0.0030692380387336016,True, in, in,0,0.6666666666666666,0.42867088317871094,sanity,1,fc_positive,1.0,32,persistent,factual,15.044132232666016,15.042043685913086,564.3424072265625,577.9625244140625
29,0.006032081320881844,0.0013696429086849093,0.06934966146945953,0.05119403451681137,True, glucose, glucose,0,0.6666666666666666,0.9266527891159058,sanity,1,fc_positive,1.0,32,persistent,factual,0.5939397811889648,0.6237382888793945,353.9358825683594,617.6464233398438
30,0.34741443395614624,0.0714641734957695,1.194201946258545,0.5829858779907227,True,.,.,0,1.0,0.9826008677482605,sanity,1,fc_positive,1.0,32,persistent,factual,-4.100341796875,-4.132326126098633,20.960586547851562,195.82980346679688
31,0.6407074928283691,0.17040814459323883,0.6803247332572937,1.3298144340515137,False, This, Here,1,0.6666666666666666,0.9879972338676453,sanity,1,fc_positive,1.0,32,persistent,factual,-6.539309501647949,-6.5780463218688965,498.68896484375,842.003662109375
32,19.438060760498047,0.6905915141105652,0.14000213146209717,0.4305649995803833,False, process,'s,389,0.0,0.5244289636611938,sanity,1,fc_positive,1.0,32,persistent,factual,-2.0376806259155273,-5.119047164916992,-91.16655731201172,460.45806884765625
33,14.289959907531738,0.6931284964084625,0.9870898127555847,0.21973994374275208,False, is, a,17,0.0,0.8708866238594055,sanity,1,fc_positive,1.0,32,persistent,factual,3.307553768157959,3.659832000732422,31.876937866210938,623.2984008789062
34,15.276031494140625,0.6926129758358002,1.2013108730316162,1.9859868288040161,False, essential, simplified,3959,0.0,0.7327260375022888,sanity,1,fc_positive,1.0,32,persistent,factual,-6.307934761047363,-1.8692960739135742,129.418212890625,1010.80859375
35,16.038211822509766,0.6931407153606415,0.4052749276161194,0.7640411853790283,False, for, explanation,257,0.0,0.3579758405685425,sanity,1,fc_positive,1.0,32,persistent,factual,7.456019401550293,10.200204849243164,653.1110229492188,945.2379150390625
36,19.718984603881836,0.6931197643280029,0.30977940559387207,0.4493345320224762,False, life, of,1795,0.0,0.1350831240415573,sanity,1,fc_positive,1.0,32,persistent,factual,5.129555702209473,6.264208793640137,20.3800048828125,311.6959533691406
37,18.283626556396484,0.6931455135345459,0.004660529550164938,0.44307342171669006,False, on, how,179,0.0,0.7964689135551453,sanity,1,fc_positive,1.0,32,persistent,factual,12.023336410522461,-0.1660470962524414,517.1327514648438,629.8131713867188
38,19.241212844848633,0.6931450068950653,0.00019274299847893417,0.23982948064804077,False, Earth, it,460,0.0,-0.42845863103866577,sanity,1,fc_positive,1.0,32,persistent,factual,13.466434478759766,-4.451487064361572,978.602783203125,599.482177734375
39,18.69194221496582,0.6931443512439728,1.004654884338379,0.0027422381099313498,False,",", works,177,0.0,0.9308162927627563,sanity,1,fc_positive,1.0,32,persistent,factual,9.679510116577148,-2.2607975006103516,79.5653076171875,766.9536743164062
40,13.762443542480469,0.6931248605251312,0.04477524757385254,0.10129950940608978,False, as,":

",53,0.0,0.9351547360420227,sanity,1,fc_positive,1.0,32,persistent,factual,-5.777602195739746,-6.6468610763549805,159.43917846679688,346.08221435546875
41,20.799163818359375,0.6931415498256683,0.00010680897685233504,1.0476621389389038,False, it,###,10489,0.0,-0.08748624473810196,sanity,1,fc_positive,1.0,32,persistent,factual,5.119476318359375,-0.511960506439209,253.62953186035156,559.3555908203125
42,20.17451286315918,0.6930858194828033,0.8650420308113098,1.2635595798492432,False, provides, ,13282,0.0,0.6187660694122314,sanity,1,fc_positive,1.0,32,persistent,factual,-5.098934173583984,-1.2339534759521484,78.67398071289062,784.3009033203125
43,21.656726837158203,0.6931367218494415,0.8158368468284607,0.00479244627058506,False, the,1,198,0.0,0.6931096911430359,sanity,1,fc_positive,1.0,32,persistent,factual,10.390188217163086,-1.5410714149475098,-224.47613525390625,895.2488403320312
44,19.69173812866211,0.6931165754795074,1.2468156814575195,0.003479360369965434,False, primary,.,4058,0.0,0.5027000904083252,sanity,1,fc_positive,1.0,32,persistent,factual,-8.413935661315918,6.790015697479248,295.03887939453125,735.8577270507812
45,19.66214942932129,0.6922738254070282,0.7197995781898499,0.07213246822357178,False, source, **,4624,0.0,0.4461728632450104,sanity,1,fc_positive,1.0,32,persistent,factual,7.182101249694824,1.8310256004333496,247.32460021972656,1040.4034423828125
46,25.050739288330078,0.6931459307670593,0.0011049072491005063,1.2925180196762085,False, of,Light,16124,0.0,0.04540179669857025,sanity,1,fc_positive,1.0,32,persistent,factual,4.052943706512451,-1.4243574142456055,638.8656616210938,677.5121459960938
47,24.47585678100586,0.6931336224079132,0.8334066271781921,0.6464999914169312,False, organic, Abs,103139,0.0,0.25062039494514465,sanity,1,fc_positive,1.0,32,persistent,factual,10.940013885498047,5.945544242858887,-46.99397277832031,854.32568359375
48,27.12848472595215,0.6931467056274414,0.5523178577423096,0.0022202159743756056,False, matter,orption,17795,0.0,0.5495110154151917,sanity,1,fc_positive,1.0,32,persistent,factual,14.216242790222168,13.135843276977539,386.4024658203125,1477.0933837890625
49,5.52775239944458,0.6719570755958557,0.05296195670962334,1.1188921928405762,False, and,"**
",5,0.1111111111111111,0.8825067281723022,sanity,1,fc_positive,1.0,32,persistent,factual,8.448610305786133,16.654693603515625,-123.58303833007812,846.36962890625
50,21.863967895507812,0.693138986825943,0.2126828283071518,0.6888558268547058,False, oxygen,  ,18115,0.0,-0.028001992031931877,sanity,1,fc_positive,1.0,32,persistent,factual,1.9110984802246094,-3.504854679107666,-112.10807800292969,797.05810546875
51,20.031747817993164,0.6931370496749878,1.3653734922409058,0.05286959558725357,False, in, -,220,0.0,0.823875904083252,sanity,1,fc_positive,1.0,32,persistent,factual,4.540362358093262,1.998365879058838,-244.0824432373047,750.22705078125
52,14.697771072387695,0.6931308209896088,0.8487339019775391,1.2473806142807007,False, the, Plants,79,0.0,0.13103631138801575,sanity,1,fc_positive,1.0,32,persistent,factual,8.337503433227539,-2.0334386825561523,-119.83497619628906,1421.277587890625
53,19.754913330078125,0.6931447088718414,0.6769697070121765,0.9138705730438232,False, bios, absorb,1537,0.0,0.3805747330188751,sanity,1,fc_positive,1.0,32,persistent,factual,-8.09671401977539,5.001515865325928,207.0847625732422,615.5685424804688
54,31.189651489257812,0.6931468844413757,3.0017170502105728e-05,1.0693539381027222,False,phere, light,56723,0.0,-0.2789810001850128,sanity,1,fc_positive,1.0,32,persistent,factual,-0.5682001113891602,15.248682975769043,738.0816040039062,411.8883972167969
55,16.382118225097656,0.6931012570858002,0.22731667757034302,1.6546967029571533,False,".

", primarily,208,0.1111111111111111,0.8632808923721313,sanity,1,fc_positive,1.0,32,persistent,factual,-5.622913360595703,12.365318298339844,577.2479248046875,433.98541259765625
56,25.121156692504883,0.6931418180465698,1.0521728992462158,0.17470332980155945,False,Here, through,6592,0.0,0.7248346209526062,sanity,1,fc_positive,1.0,32,persistent,factual,0.3275575637817383,10.386942863464355,394.7901916503906,581.4412841796875
57,23.66008949279785,0.6931419968605042,0.8037238121032715,0.7895339131355286,False,'s, a,2915,0.0,0.8182498216629028,sanity,1,fc_positive,1.0,32,persistent,factual,-2.2302236557006836,16.523391723632812,1110.0438232421875,216.77334594726562
58,18.907150268554688,0.6930465698242188,0.21950827538967133,0.16366586089134216,False, a, pigment,122,0.1111111111111111,0.128270223736763,sanity,1,fc_positive,1.0,32,persistent,factual,4.687056541442871,6.597602367401123,1076.5809326171875,463.8403015136719
59,22.95492172241211,0.6927191317081451,1.1840897798538208,0.03005610778927803,False, simplified, called,6310,0.0,0.6035523414611816,sanity,1,fc_positive,1.0,32,persistent,factual,-4.131157875061035,10.373247146606445,602.8681640625,923.2820434570312
60,21.781402587890625,0.692254900932312,1.1705113649368286,0.058189183473587036,False, explanation, **,8969,0.0,0.5122440457344055,sanity,1,fc_positive,1.0,32,persistent,factual,5.9210615158081055,-0.8177986145019531,697.29052734375,892.346923828125
61,34.779422760009766,0.6931471526622772,0.0015579047612845898,0.0006782229174859822,False, of,chlor,12235,0.0,0.36001887917518616,sanity,1,fc_positive,1.0,32,persistent,factual,3.6057043075561523,-5.884028434753418,357.5928955078125,436.6648864746094
62,27.92031478881836,0.6931470334529877,0.06203414127230644,0.00012905416951980442,False, how,oph,1532,0.0,-0.5224506258964539,sanity,1,fc_positive,1.0,32,persistent,factual,-0.3541755676269531,1.8470511436462402,592.1707763671875,1011.037353515625
63,26.47494125366211,0.6931470632553101,0.18843601644039154,0.00016084314847830683,False, photos,yll,1099,0.0,-0.18284837901592255,sanity,1,fc_positive,1.0,32,persistent,factual,-8.905680656433105,4.531432151794434,648.2164306640625,1489.6868896484375
0,0.009914685972034931,0.001996617531403899,0.09114071726799011,0.03704178333282471,True,Photos,Photos,0,0.6666666666666666,0.9919319152832031,sanity,1,fc_negative,0.5,32,persistent,factual,-2.592163324356079,-2.558990478515625,572.0795288085938,536.5864868164062
1,1.7005410768433649e-07,1.929952375689936e-08,7.440195076924283e-06,3.2260834359476576e-06,True,ynthesis,ynthesis,0,1.0,0.9995485544204712,sanity,1,fc_negative,0.5,32,persistent,factual,-14.316305160522461,-14.367989540100098,1180.4891357421875,1051.8514404296875
2,3.3724004424584564e-06,5.958821560625438e-07,9.252792369807139e-05,4.449341940926388e-05,True, is, is,0,1.0,0.9934782981872559,sanity,1,fc_negative,0.5,32,persistent,factual,-10.027511596679688,-10.06856918334961,368.6511535644531,299.78424072265625
3,1.1332253052387387e-05,2.6574269895718317e-06,0.19105233252048492,0.19114762544631958,True, the, the,0,0.6666666666666666,0.9840550422668457,sanity,1,fc_negative,0.5,32,persistent,factual,-13.157455444335938,-13.220073699951172,667.1361083984375,599.7605590820312
4,0.007882733829319477,0.001882392738480121,0.14258363842964172,0.10246572643518448,True, process, process,0,0.42857142857142855,0.9810715913772583,sanity,1,fc_negative,0.5,32,persistent,factual,-14.4070463180542,-14.442950248718262,75.01795196533203,47.19889831542969
5,0.00498922448605299,0.0014373274170793593,0.05666127800941467,0.11875860393047333,True, by, by,0,1.0,0.993011474609375,sanity,1,fc_negative,0.5,32,persistent,factual,-6.055912971496582,-6.0292463302612305,376.3260498046875,253.23880004882812
6,1.0046158422483131e-05,2.753995545390353e-06,0.00030489888740703464,0.0005989004275761545,True, which, which,0,0.42857142857142855,0.9756290316581726,sanity,1,fc_negative,0.5,32,persistent,factual,-2.2563819885253906,-2.2596559524536133,478.591064453125,580.2259521484375
7,0.11943217366933823,0.025900574401021004,1.0295737981796265,0.7862114310264587,True, green, green,0,1.0,0.9898743033409119,sanity,1,fc_negative,0.5,32,persistent,factual,-5.528746604919434,-5.511223793029785,246.75421142578125,198.1778564453125
8,1.0519654097151943e-05,2.2869630811328534e-06,0.000601086881943047,0.0003363779978826642,True, plants, plants,0,1.0,0.9974122047424316,sanity,1,fc_negative,0.5,32,persistent,factual,10.555525779724121,10.59048080444336,6.910858154296875,-6.621391296386719
9,0.0007043451187200844,0.00012937025530845858,0.0143760796636343,0.006987186148762703,True,",",",",0,1.0,0.9964141845703125,sanity,1,fc_negative,0.5,32,persistent,factual,9.2021484375,9.230352401733398,103.64625549316406,172.1429443359375
10,2.3151364075602032e-05,4.9479840527055785e-06,0.0039366683922708035,0.0029809498228132725,True, algae, algae,0,0.6666666666666666,0.9945833683013916,sanity,1,fc_negative,0.5,32,persistent,factual,-2.553927421569824,-2.5133886337280273,424.56121826171875,400.41363525390625
11,-1.1112103237564952e-07,-4.770189576674966e-09,1.4099044165050145e-05,1.0801528333104216e-05,True,",",",",0,1.0,0.9077673554420471,sanity,1,fc_negative,0.5,32,persistent,factual,16.771053314208984,16.814693450927734,804.5587768554688,858.3223876953125
12,4.833259299630299e-05,1.2743240858981153e-05,0.002574674552306533,0.003371621947735548,True, and, and,0,1.0,0.9956653118133545,sanity,1,fc_negative,0.5,32,persistent,factual,1.8834075927734375,1.9200258255004883,-43.59434127807617,-76.10430908203125
13,0.005153479054570198,0.0010665151348803192,0.07457417249679565,0.03316646069288254,True, some, some,0,1.0,0.9862636923789978,sanity,1,fc_negative,0.5,32,persistent,factual,14.351694107055664,14.361503601074219,345.39630126953125,349.223876953125
14,0.0001371237449347973,3.516420838423073e-05,0.011884639970958233,0.015889765694737434,True, bacteria, bacteria,0,1.0,0.9972950220108032,sanity,1,fc_negative,0.5,32,persistent,factual,25.647518157958984,25.649085998535156,73.522705078125,27.877113342285156
15,0.0033537386916577816,0.0008101373969111592,0.15007136762142181,0.15347081422805786,True, convert, convert,0,1.0,0.9932951927185059,sanity,1,fc_negative,0.5,32,persistent,factual,17.592792510986328,17.607946395874023,134.47535705566406,74.70846557617188
16,0.004953536670655012,0.001228658715263009,0.1646127849817276,0.14985701441764832,True, light, light,0,0.6666666666666666,0.9906782507896423,sanity,1,fc_negative,0.5,32,persistent,factual,2.928637981414795,2.9488635063171387,181.5262451171875,154.7176055908203
17,1.0871624454011908e-06,2.1399225147433754e-07,9.544688509777188e-05,5.5681368394289166e-05,True, energy, energy,0,1.0,0.9853362441062927,sanity,1,fc_negative,0.5,32,persistent,factual,3.3727540969848633,3.389065742492676,383.8940734863281,337.86944580078125
18,0.00432953517884016,0.0011099910479970276,1.3331325054168701,1.3960531949996948,True,",",",",0,1.0,0.998908281326294,sanity,1,fc_negative,0.5,32,persistent,factual,1.993889331817627,1.9333171844482422,-85.63375854492188,-126.40360260009766
19,0.004760086070746183,0.0013626374420709908,0.06435834616422653,0.08280974626541138,True, usually, usually,0,0.6666666666666666,0.9936314821243286,sanity,1,fc_negative,0.5,32,persistent,factual,0.13719463348388672,0.1600494384765625,474.3424072265625,454.9731140136719
20,2.5072566131711937e-05,4.941374072586768e-06,0.0006124383071437478,0.0002194429689552635,True, from, from,0,1.0,0.9893100261688232,sanity,1,fc_negative,0.5,32,persistent,factual,21.681659698486328,21.688703536987305,381.66204833984375,351.3155822753906
21,6.052940807421692e-05,1.2363254882075125e-05,0.0015749699668958783,0.0006330321775749326,True, the, the,0,1.0,0.9579868316650391,sanity,1,fc_negative,0.5,32,persistent,factual,8.594420433044434,8.582910537719727,522.146728515625,534.509765625
22,0.0036772775929421186,0.0007826516812201589,0.10176835209131241,0.06072113290429115,True, sun, sun,0,0.6666666666666666,0.9989842772483826,sanity,1,fc_negative,0.5,32,persistent,factual,-5.427394866943359,-5.401338577270508,821.9974365234375,799.8098754882812
23,4.391513925838808e-07,7.407068380871351e-08,3.7566387618426234e-05,2.223597766715102e-05,True,",",",",0,0.6666666666666666,0.9971932172775269,sanity,1,fc_negative,0.5,32,persistent,factual,15.20534610748291,15.1820068359375,388.4957275390625,379.4271240234375
24,3.7801321468577953e-06,7.004106237218366e-07,0.00020360715279821306,0.0001327204518020153,True, into, into,0,1.0,0.9923987984657288,sanity,1,fc_negative,0.5,32,persistent,factual,-7.108057022094727,-7.144396781921387,414.40972900390625,379.85614013671875
25,0.0006636017933487892,0.0001503290477558039,0.03746431693434715,0.024430591613054276,True, chemical, chemical,0,0.6666666666666666,0.9965670108795166,sanity,1,fc_negative,0.5,32,persistent,factual,-5.511960983276367,-5.57246208190918,536.8776245117188,447.9580993652344
26,1.8042167937437625e-07,1.1734710980704222e-09,2.2439369786297902e-05,1.7844149624579586e-05,True, energy, energy,0,0.6666666666666666,0.9732334017753601,sanity,1,fc_negative,0.5,32,persistent,factual,-1.091983437538147,-1.0761172771453857,356.81707763671875,368.2451477050781
27,0.0023785780649632215,0.00039740989450365305,0.03929034247994423,0.021679475903511047,True, stored, stored,0,0.6666666666666666,0.9906452894210815,sanity,1,fc_negative,0.5,32,persistent,factual,4.250092029571533,4.268776893615723,300.0331726074219,301.9021301269531
28,1.3290952665556688e-05,3.3197384254890494e-06,0.0045609017834067345,0.005378119647502899,True, in, in,0,1.0,0.8908202648162842,sanity,1,fc_negative,0.5,32,persistent,factual,15.044132232666016,15.054826736450195,564.3424072265625,618.3961181640625
29,0.00029399554478004575,7.492793520214036e-05,0.06934966146945953,0.06726028025150299,True, glucose, glucose,0,0.6666666666666666,0.9954198002815247,sanity,1,fc_negative,0.5,32,persistent,factual,0.5939397811889648,0.6181173324584961,353.9358825683594,381.26409912109375
30,0.03893744572997093,0.010460146702826023,1.194201946258545,1.3707119226455688,True,.,.,0,0.6666666666666666,0.9988527894020081,sanity,1,fc_negative,0.5,32,persistent,factual,-4.100341796875,-4.143524169921875,20.960586547851562,-70.24813842773438
31,0.050673626363277435,0.010149601381272078,0.6803247332572937,0.4439172148704529,True, This, This,0,1.0,0.9991567730903625,sanity,1,fc_negative,0.5,32,persistent,factual,-6.539309501647949,-6.580420017242432,498.68896484375,467.46673583984375
32,0.0007631532498635352,0.0002011145552387461,0.14000213146209717,0.14136402308940887,True, process, process,0,0.6666666666666666,0.9966527819633484,sanity,1,fc_negative,0.5,32,persistent,factual,-2.0376806259155273,-2.021550178527832,-91.16655731201172,-114.37530517578125
33,0.04189221188426018,0.01107834605500102,0.9870898127555847,1.06607985496521,True, is, is,0,1.0,0.998757004737854,sanity,1,fc_negative,0.5,32,persistent,factual,3.307553768157959,3.3307528495788574,31.876937866210938,-6.67822265625
34,0.008489505387842655,0.002179007395170629,1.2013108730316162,1.2152258157730103,True, essential, essential,0,0.6666666666666666,0.9977760314941406,sanity,1,fc_negative,0.5,32,persistent,factual,-6.307934761047363,-6.292677879333496,129.418212890625,74.10374450683594
35,0.017915429547429085,0.004729005740955472,0.4052749276161194,0.5288569331169128,True, for, for,0,1.0,0.9954782128334045,sanity,1,fc_negative,0.5,32,persistent,factual,7.456019401550293,7.4793806076049805,653.1110229492188,620.937744140625
36,0.004176198039203882,0.0009701479284558445,0.30977940559387207,0.24334841966629028,True, life, life,0,1.0,0.9856173396110535,sanity,1,fc_negative,0.5,32,persistent,factual,5.129555702209473,5.0765275955200195,20.3800048828125,-30.428512573242188
37,1.4764791558263823e-05,3.4674302469284157e-06,0.004660529550164938,0.004637627862393856,True, on, on,0,1.0,0.995054304599762,sanity,1,fc_negative,0.5,32,persistent,factual,12.023336410522461,12.033126831054688,517.1327514648438,442.40435791015625
38,2.1936075427220203e-06,5.777502281034685e-07,0.00019274299847893417,0.00029771262779831886,True, Earth, Earth,0,1.0,0.9983376264572144,sanity,1,fc_negative,0.5,32,persistent,factual,13.466434478759766,13.496991157531738,978.602783203125,942.6491088867188
39,0.022948015481233597,0.005492727039381862,1.004654884338379,0.9749806523323059,True,",",",",0,1.0,0.9985841512680054,sanity,1,fc_negative,0.5,32,persistent,factual,9.679510116577148,9.682655334472656,79.5653076171875,-75.75460815429688
40,0.005519387312233448,0.001597238762769848,0.04477524757385254,0.1049647405743599,True, as, as,0,0.6666666666666666,0.9993219375610352,sanity,1,fc_negative,0.5,32,persistent,factual,-5.777602195739746,-5.830615043640137,159.43917846679688,89.03756713867188
41,1.175189822788525e-06,2.641741190245739e-07,0.00010680897685233504,7.563949475297704e-05,True, it, it,0,0.6666666666666666,0.9964377880096436,sanity,1,fc_negative,0.5,32,persistent,factual,5.119476318359375,5.1534271240234375,253.62953186035156,219.08316040039062
42,0.008479036390781403,0.0022128234850242734,0.8650420308113098,0.9461574554443359,True, provides, provides,0,1.0,0.9941244125366211,sanity,1,fc_negative,0.5,32,persistent,factual,-5.098934173583984,-5.149824142456055,78.67398071289062,15.790802001953125
43,0.014438999816775322,0.003424706752412021,0.8158368468284607,0.6727889776229858,True, the, the,0,1.0,0.9986902475357056,sanity,1,fc_negative,0.5,32,persistent,factual,10.390188217163086,10.391745567321777,-224.47613525390625,-284.17041015625
44,0.06887693703174591,0.017396342009305954,1.2468156814575195,1.5381327867507935,True, primary, primary,0,1.0,0.9963076710700989,sanity,1,fc_negative,0.5,32,persistent,factual,-8.413935661315918,-8.445866584777832,295.03887939453125,235.5955047607422
45,0.031617119908332825,0.007854911033064127,0.7197995781898499,0.7167137861251831,False, source, energy,1,1.0,0.9916770458221436,sanity,1,fc_negative,0.5,32,persistent,factual,7.182101249694824,7.187618255615234,247.32460021972656,210.1020965576172
46,15.623590469360352,0.6930601596832275,0.0011049072491005063,0.004729708656668663,False, of, source,34,0.1111111111111111,-0.0059674642980098724,sanity,1,fc_negative,0.5,32,persistent,factual,4.052943706512451,9.151738166809082,638.8656616210938,-38.72270202636719
47,20.31899070739746,0.6931323409080505,0.8334066271781921,0.01980341039597988,False, organic, for,106,0.0,0.487493097782135,sanity,1,fc_negative,0.5,32,persistent,factual,10.940013885498047,7.304631233215332,-46.99397277832031,121.84947204589844
48,24.79550552368164,0.6927110850811005,0.5523178577423096,0.055057771503925323,False, matter, nearly,2751,0.0,0.3493228852748871,sanity,1,fc_negative,0.5,32,persistent,factual,14.216242790222168,3.4572982788085938,386.4024658203125,17.410110473632812
49,21.642065048217773,0.6931469738483429,0.05296195670962334,0.0005065263831056654,False, and, all,39,0.0,-0.0824173092842102,sanity,1,fc_negative,0.5,32,persistent,factual,8.448610305786133,2.990448474884033,-123.58303833007812,617.630615234375
50,13.704501152038574,0.6931005120277405,0.2126828283071518,1.2215445041656494,False, oxygen, ecosystems,37,0.0,0.7350589036941528,sanity,1,fc_negative,0.5,32,persistent,factual,1.9110984802246094,6.3169450759887695,-112.10807800292969,414.0091552734375
51,9.648874282836914,0.5195883214473724,1.3653734922409058,0.6427974700927734,False, in, and,11,0.25,0.9158324003219604,sanity,1,fc_negative,0.5,32,persistent,factual,4.540362358093262,8.669266700744629,-244.0824432373047,-1.7142181396484375
52,10.474769592285156,0.6928882896900177,0.8487339019775391,0.910354495048523,False, the, produces,24,0.0,0.6317596435546875,sanity,1,fc_negative,0.5,32,persistent,factual,8.337503433227539,0.1477489471435547,-119.83497619628906,85.58953857421875
53,21.339242935180664,0.6931285560131073,0.6769697070121765,0.6371344327926636,False, bios, the,1039,0.0,0.15095123648643494,sanity,1,fc_negative,0.5,32,persistent,factual,-8.09671401977539,4.50666618347168,207.0847625732422,177.5662841796875
54,31.50037384033203,0.6931470334529877,3.0017170502105728e-05,0.00384235056117177,False,phere, oxygen,18564,0.0,0.05832160636782646,sanity,1,fc_negative,0.5,32,persistent,factual,-0.5682001113891602,-7.065979957580566,738.0816040039062,253.0342254638672
55,17.70945930480957,0.6931430101394653,0.22731667757034302,0.7208942174911499,False,".

", we,139,0.0,0.6479759812355042,sanity,1,fc_negative,0.5,32,persistent,factual,-5.622913360595703,5.325869560241699,577.2479248046875,-232.3575439453125
56,28.91411018371582,0.693145751953125,1.0521728992462158,0.19959290325641632,False,Here, breathe,20699,0.0,-0.1393892914056778,sanity,1,fc_negative,0.5,32,persistent,factual,0.3275575637817383,3.302445411682129,394.7901916503906,73.034912109375
57,21.4107666015625,0.6931461095809937,0.8037238121032715,0.3151411712169647,False,'s,".

",165,0.0,0.9324766993522644,sanity,1,fc_negative,0.5,32,persistent,factual,-2.2302236557006836,6.262016296386719,1110.0438232421875,515.1747436523438
58,47.07062911987305,0.6931457221508026,0.21950827538967133,0.9950003027915955,False, a,Here,151928,0.0,0.5228300094604492,sanity,1,fc_negative,0.5,32,persistent,factual,4.687056541442871,0.4461231231689453,1076.5809326171875,367.95147705078125
59,20.34609031677246,0.6931456029415131,1.1840897798538208,0.7108389139175415,False, simplified,'s,183,0.0,0.6798272728919983,sanity,1,fc_negative,0.5,32,persistent,factual,-4.131157875061035,-2.766630172729492,602.8681640625,1066.2220458984375
60,22.69495391845703,0.6931059956550598,1.1705113649368286,0.1368137151002884,False, explanation, a,436,0.0,0.7360382676124573,sanity,1,fc_negative,0.5,32,persistent,factual,5.9210615158081055,3.2071619033813477,697.29052734375,966.6871948242188
61,21.007312774658203,0.6931437253952026,0.0015579047612845898,1.1588819026947021,False, of, simplified,649,0.0,0.7355747818946838,sanity,1,fc_negative,0.5,32,persistent,factual,3.6057043075561523,-3.654942512512207,357.5928955078125,534.4110107421875
62,17.375978469848633,0.6928123235702515,0.06203414127230644,1.0497076511383057,False, how, explanation,105,0.0,0.6835381984710693,sanity,1,fc_negative,0.5,32,persistent,factual,-0.3541755676269531,5.430543422698975,592.1707763671875,614.1333618164062
63,29.11449432373047,0.6931463778018951,0.18843601644039154,0.0006332625052891672,False, photos, of,1507,0.0,0.6634735465049744,sanity,1,fc_negative,0.5,32,persistent,factual,-8.905680656433105,2.9085779190063477,648.2164306640625,291.7364196777344
0,0.008686785586178303,0.0020907652797177434,0.09114071726799011,0.05879182368516922,True,Photos,Photos,0,0.25,0.9911830425262451,sanity,1,fc_negative,1.0,32,persistent,factual,-2.592163324356079,-2.5652008056640625,572.0795288085938,596.5905151367188
1,1.0721203480557051e-08,-1.1914423669878715e-08,7.440195076924283e-06,7.308877229661448e-06,True,ynthesis,ynthesis,0,0.6666666666666666,0.9982848167419434,sanity,1,fc_negative,1.0,32,persistent,factual,-14.316305160522461,-14.279292106628418,1180.4891357421875,1182.665771484375
2,1.91860362974694e-05,5.99082954977348e-06,9.252792369807139e-05,0.0002958420664072037,True, is, is,0,0.6666666666666666,0.9969779849052429,sanity,1,fc_negative,1.0,32,persistent,factual,-10.027511596679688,-9.986719131469727,368.6511535644531,203.46859741210938
